No.,주문번호,상품명,상품번호,옵션명,"구	매	자",결제일자,주문상태,상품가격,건수,판매가격,결제수수료
2327,60145368520,원더 선글라스,300424545,color: 브라운,"박	*	진",2015-06-01 15:06,구매확정,20000,1,20000,576
2328,60145367720,하이 원피스,293975841,color: 블랙,"한	*	연",2015-06-01 15:11,구매확정,44000,1,44000,1645
2329,60145394330,원더 선글라스,300424545,color: 핑크,"한	*	연",2015-06-01 15:19,구매확정,20000,1,20000,577
2330,60145394330,원더 선글라스,300424545,color: 실버,"심	*	지",2015-06-01 15:19,구매확정,20000,1,20000,577
2331,60145418770,토크 샌들,293248965,color: 베이지 / size: 230,"차	*	지",2015-06-01 15:30,구매확정,39000,1,39000,1458
2332,60145530030,애플 원피스,297550109,color: 레드,"김	*	",2015-06-01 16:27,반품,47000,1,47000,1757
2333,53143718380,매니 나시+슬랙스 set,297321545,color: 블랙 / 바지size: S,"최	*	지",2015-06-01 17:00,구매확정,58000,1,58000,275
2334,60145735570,원더 선글라스,300424545,color: 핑크,"이	*	민",2015-06-01 18:18,구매확정,20000,1,20000,577
2335,60145739890,카렌 SET,298324471,color: 블랙,"윤	*	정",2015-06-01 18:23,취소,55000,1,55000,275
2336,60145699210,미트 원피스,296684582,color: 아이보리,"박	*	경",2015-06-01 18:47,구매확정,49000,1,49000,275
2337,60145793070,홀리 블라우스,299748689,color: 카키,"안	*	별",2015-06-01 19:00,구매확정,40000,1,40000,1496
2338,60145793070,윈 린넨자켓,299589921,color: 아이보리,"안	*	별",2015-06-01 19:00,구매확정,51000,1,51000,1907
2339,60145793070,윈 린넨팬츠,300075337,color: 화이트 / size: M,"이	*	숙",2015-06-01 19:00,구매확정,28000,1,28000,1047
2340,60145803370,레이스업 샌들,299230259,color: 아이보리 / size: 240,"이	*	숙",2015-06-01 19:07,취소,40000,1,40000,1496
2341,60145826100,뱅글 팔찌SET,300129091,,"김	*	희",2015-06-01 19:26,구매확정,18000,1,18000,673
2342,60145849650,미트 원피스,296684582,color: 아이보리,"김	*	희",2015-06-01 19:43,구매확정,49000,1,49000,1832
2343,60145874030,무드 점푸수트,299253790,color: 그레이,"이	*	민",2015-06-01 20:01,구매확정,42000,1,42000,1570
2344,60144432070,뱅글 팔찌SET,300129091,,"장	*	진",2015-06-01 20:45,구매확정,18000,1,18000,180
2345,60144432070,원더 선글라스,300424545,color: 그린,"박	*	",2015-06-01 20:45,구매확정,20000,1,20000,150
2346,60145959010,레이스업 샌들,299230259,color: 블랙 / size: 235,"박	*	",2015-06-01 21:06,구매확정,40000,1,40000,275
2347,60145988270,매니 나시+슬랙스 set,297321545,color: 블랙 / 바지size: S,"신	*	은",2015-06-01 21:18,구매확정,58000,1,58000,2169
2348,60146015140,호피 선글라스,298261995,color: 블루,"신	*	은",2015-06-01 21:34,구매확정,15000,1,15000,448
2349,60146039960,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: M,"김	*	령",2015-06-01 21:49,구매확정,58000,1,58000,2169
2350,53143893570,미트 원피스,296684582,color: 아이보리,"김	*	령",2015-06-01 21:53,구매확정,49000,1,49000,275
2351,60146122440,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: M,"구	*	영",2015-06-01 22:32,반품,58000,1,58000,2169
2352,60146203950,매니 나시+슬랙스 set,297321545,color: 블랙 / 바지size: M,"김	*	영",2015-06-01 23:12,구매확정,58000,1,58000,2232
2353,60146238600,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"윤	*	별",2015-06-01 23:29,구매확정,33000,1,33000,1122
2354,60146275320,뱅글 팔찌SET,300129091,,"김	*	은",2015-06-01 23:48,구매확정,18000,1,18000,673
2355,60146293810,원더 선글라스,300424545,color: 핑크,"김	*	은",2015-06-02 0:01,구매확정,20000,1,20000,577
2356,60246333210,원더 선글라스,300424545,color: 핑크,"백	*	영",2015-06-02 0:26,구매확정,20000,1,20000,560
2357,60246333670,원더 선글라스,300424545,color: 브라운,"이	*	주",2015-06-02 0:26,구매확정,20000,1,20000,561
2358,60246338390,미트 원피스,296684582,color: 소라,"장	*	혜",2015-06-02 0:29,구매확정,49000,1,49000,1832
2359,60246357280,모카 점프슈트,298680489,color: 그레이,"윤	*	진",2015-06-02 0:44,구매확정,60000,1,60000,2244
2360,60246361360,미트 원피스,296684582,color: 소라,"김	*	민",2015-06-02 0:46,구매확정,49000,1,49000,1832
2361,60246364530,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: S,"유	*	민",2015-06-02 0:48,반품,58000,1,58000,2169
2362,60246396390,레이스업 샌들,299230259,color: 블랙 / size: 235,"박	*	선",2015-06-02 1:19,구매확정,40000,1,40000,1540
2363,60246405410,[블랑 원피스] 플라워 원피스,282156336,colors: 핑크,"박	*	선",2015-06-02 1:30,반품,62000,1,62000,2318
2364,60246405410,호피 선글라스,298261995,color: 브라운,"박	*	림",2015-06-02 1:30,구매확정,15000,1,15000,448
2365,60246405410,호피 선글라스,298261995,color: 블루,"이	*	연",2015-06-02 1:30,반품,15000,1,15000,448
2366,60246405410,원더 선글라스,300424545,color: 실버,"강	*	은",2015-06-02 1:30,반품,20000,1,20000,561
2367,60246407320,윈 린넨자켓,299589921,color: 베이지,"최	*	환",2015-06-02 1:33,구매확정,51000,1,51000,1963
2368,60246409960,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: M,"김	*	희",2015-06-02 1:37,구매확정,58000,1,58000,2169
2369,60246410500,미트 원피스,296684582,color: 아이보리,"채	*	은",2015-06-02 1:38,구매확정,49000,1,49000,1832
2370,60246390610,엔틱 볼 팔찌,298673043,팬던트: 원형 팬던트,"양	*	란",2015-06-02 2:11,구매확정,15000,1,15000,150
2371,60246477650,원더 선글라스,300424545,color: 실버,"채	*	화",2015-06-02 4:40,구매확정,20000,1,20000,560
2372,60246477650,원더 선글라스,300424545,color: 그린,"이	*	현",2015-06-02 4:40,구매확정,20000,1,20000,560
2373,60246518530,미트 원피스,296684582,color: 소라,"정	*	울",2015-06-02 7:24,구매확정,49000,1,49000,1832
2374,60246518530,모모 나시블라우스,295793645,color: 카키,"윤	*	순",2015-06-02 7:24,구매확정,39000,1,39000,1421
2375,60246532890,원더 선글라스,300424545,color: 핑크,"나	*	나",2015-06-02 7:51,구매확정,20000,1,20000,561
2376,60246633830,원더 선글라스,300424545,color: 핑크,"안	*	주",2015-06-02 9:30,취소,20000,1,20000,576
2377,60246637330,뱅글 팔찌SET,300129091,,"박	*	희",2015-06-02 9:34,구매확정,18000,1,18000,693
2378,60246637330,원더 선글라스,300424545,color: 핑크,"박	*	희",2015-06-02 9:34,구매확정,20000,1,20000,577
2379,60246662860,미트 원피스,296684582,color: 아이보리,"박	*	란",2015-06-02 9:51,취소,49000,1,49000,1832
2380,60246689650,원더 선글라스,300424545,color: 핑크,"백	*	혜",2015-06-02 10:06,구매확정,20000,1,20000,577
2381,60246708030,원더 선글라스,300424545,color: 핑크,"장	*	별",2015-06-02 10:21,구매확정,20000,1,20000,150
2382,53143937310,호피 선글라스,298261995,color: 블루,"김	*	영",2015-06-02 10:25,구매확정,15000,1,15000,120
2383,60246800770,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: M,"김	*	비",2015-06-02 11:05,구매확정,58000,1,58000,2169
2384,60246827520,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: S,"하	*	호",2015-06-02 11:19,구매확정,58000,1,58000,2169
2385,60246830480,미트 원피스,296684582,color: 소라,"김	*	현",2015-06-02 11:20,구매확정,49000,1,49000,1832
2386,60246834190,미트 원피스,296684582,color: 소라,"김	*	영",2015-06-02 11:23,반품,49000,1,49000,808
2387,60246836010,원더 선글라스,300424545,color: 핑크,"이	*	혜",2015-06-02 11:26,구매확정,20000,1,20000,150
2388,60246836010,원더 선글라스,300424545,color: 그린,"송	*	림",2015-06-02 11:26,구매확정,20000,2,40000,275
2389,53144234340,원더 선글라스,300424545,color: 실버,"김	*	영",2015-06-02 11:32,구매확정,20000,1,20000,150
2390,53144234340,원더 선글라스,300424545,color: 핑크,"송	*	옥",2015-06-02 11:32,구매확정,20000,1,20000,150
2391,60246874240,원더 선글라스,300424545,color: 실버,"심	*	용",2015-06-02 11:41,구매확정,20000,1,20000,577
2392,60246905970,벨트 원피스,297310291,color: 소라,"배	*	영",2015-06-02 11:56,구매확정,47000,1,47000,1757
2393,60246905970,마 벨트 블라우스,300132229,color: 카키,"배	*	영",2015-06-02 11:56,구매확정,33000,1,33000,1234
2394,60246911540,원더 선글라스,300424545,color: 핑크,"최	*	예린",2015-06-02 12:04,구매확정,20000,1,20000,561
2395,60246946440,뱅글 팔찌SET,300129091,,"도	*	진",2015-06-02 12:21,구매확정,18000,1,18000,673
2396,53042608530,오픈 블라우스,298309053,color: 아이보리,"박	*	하",2015-06-02 13:04,구매확정,49000,1,49000,275
2397,53042710690,모카 점프슈트,298680489,color: 챠콜,"김	*	라",2015-06-02 13:17,구매확정,60000,1,60000,275
2398,53042710690,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: S,"석	*	민",2015-06-02 13:17,구매확정,58000,1,58000,275
2399,60247084420,미러 선글라스,297312973,렌즈color: 실버,"석	*	민",2015-06-02 13:28,구매확정,15000,1,15000,462
2400,60247189400,애플 원피스,297550109,color: 레드,"배	*	영",2015-06-02 14:19,반품,47000,1,47000,1756
2401,60247300110,[슬롯 스커트] 트임 스커트,286816525,size: s / color: 진청,"장	*	철",2015-06-02 15:10,구매확정,36000,1,36000,1346
2402,60247406860,오픈 블라우스,298309053,color: 그레이,"김	*	현",2015-06-02 16:00,구매확정,49000,1,49000,1832
2403,60246343500,인디 샌들,299732088,color: 브라운 / size: 240,"김	*	현",2015-06-02 16:49,구매확정,52000,1,52000,275
2404,60246343500,카렌 SET,298324471,color: 블랙,"김	*	현",2015-06-02 16:49,구매확정,55000,1,55000,275
2405,60246343500,홀리 블라우스,299748689,color: 아이보리,"윤	*	연",2015-06-02 16:49,구매확정,40000,1,40000,275
2406,60247759540,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: M,"홍	*	덕",2015-06-02 19:13,구매확정,58000,1,58000,275
2407,60247980210,애플 원피스,297550109,color: 레드,"홍	*	덕",2015-06-02 21:27,구매확정,47000,1,47000,1645
2408,60248036090,푸룬 원피스,300788916,color: 그린,"홍	*	덕",2015-06-02 21:55,구매확정,58000,1,58000,2169
2409,60248036090,카시오 시게,297552532,color: 실버,"원	*	빈",2015-06-02 21:55,구매확정,42000,1,42000,1570
2410,60248075020,푸룬 원피스,300788916,color: 그린,"원	*	빈",2015-06-02 22:14,구매확정,58000,1,58000,2169
2411,60248196890,카렌 SET,298324471,color: 블랙,"최	*	옥",2015-06-02 23:11,구매확정,55000,1,55000,2117
2412,60248196890,미트 원피스,296684582,color: 소라,"이	*	경",2015-06-02 23:11,구매확정,49000,1,49000,1886
2413,60248196890,아이보리,296684582,아이보리,"박	*	신",2015-06-02 23:11,구매확정,18000,1,18000,693
2414,60248152150,원더 선글라스,300424545,color: 핑크,"이	*	혜",2015-06-03 0:28,구매확정,20000,1,20000,150
2415,60348383200,푸룬 원피스,300788916,color: 그린,"김	*	숙",2015-06-03 0:51,구매확정,58000,1,58000,2169
2416,60348531540,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: S,"김	*	정",2015-06-03 6:23,구매확정,58000,1,58000,2169
2417,60348652430,원더 선글라스,300424545,color: 핑크,"김	*	민",2015-06-03 9:16,구매확정,20000,1,20000,561
2418,60348652430,원더 선글라스,300424545,color: 청록,"유	*	지",2015-06-03 9:16,구매확정,20000,1,20000,561
2419,60348681780,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: S,"이	*	슬",2015-06-03 9:39,구매확정,58000,1,58000,275
2420,60348728740,원더 선글라스,300424545,color: 브라운,"정	*	혜",2015-06-03 10:06,구매확정,20000,1,20000,150
2421,60348742290,[배색 나시원피스] 민소매 원피스 / 니트 원피스,292714664,color: 베이지,"조	*	숙",2015-06-03 10:09,구매확정,33000,1,33000,1009
2422,60348817790,미트 원피스,296684582,color: 아이보리,"김	*	연",2015-06-03 10:46,구매확정,49000,1,49000,1886
2423,60348817790,미트 원피스,296684582,color: 소라,"김	*	연",2015-06-03 10:46,구매확정,49000,1,49000,1886
2424,60348909010,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: M,"정	*	진",2015-06-03 12:46,구매확정,58000,1,58000,275
2425,60349177960,레이스업 샌들,299230259,color: 블랙 / size: 235,"홍	*	온",2015-06-03 13:39,구매확정,40000,1,40000,1383
2426,60349189520,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: S,"김	*	곤",2015-06-03 13:44,구매확정,58000,1,58000,2169
2427,60349256130,미트 원피스,296684582,color: 소라,"이	*	림",2015-06-03 14:12,구매확정,49000,1,49000,1832
2428,60349256130,아이보리,296684582,아이보리,"최	*	유",2015-06-03 14:12,구매확정,18000,1,18000,673
2429,60349279830,미러 선글라스,297312973,렌즈color: 실버,"전	*	숙",2015-06-03 14:22,구매확정,15000,1,15000,462
2430,60248215500,미러 선글라스,297312973,렌즈color: 실버,"전	*	숙",2015-06-03 14:27,구매확정,15000,1,15000,120
2431,60349384660,호피 선글라스,298261995,color: 블루,"이	*	영",2015-06-03 15:10,구매확정,15000,1,15000,448
2432,60349458290,원더 선글라스,300424545,color: 청록,"박	*	희",2015-06-03 15:43,구매확정,20000,2,40000,1155
2433,60349458290,원더 선글라스,300424545,color: 핑크,"조	*	늘",2015-06-03 15:43,구매확정,20000,2,40000,1155
2434,60349479000,카렌 SET,298324471,color: 베이지,"김	*	진",2015-06-03 15:53,반품,55000,1,55000,2057
2435,60349514900,매니 나시+슬랙스 set,297321545,color: 그레이 / 바지size: M,"김	*	비",2015-06-03 16:09,구매확정,58000,1,58000,2169
2436,60349625710,카렌 SET,298324471,color: 베이지,"김	*	비",2015-06-03 16:58,취소,55000,1,55000,2056
2437,60349625710,쉬폰 롱 원피스,299772309,color: 카키,"정	*	아",2015-06-03 16:58,취소,47000,1,47000,1757
2438,60349634160,푸룬 원피스,300788916,color: 네이비,"김	*	규",2015-06-03 17:02,구매확정,58000,1,58000,2169
2439,60349671830,매니 나시+슬랙스 SET,297321545,color: 블랙 / 바지size: S,"김	*	란",2015-06-03 17:21,반품,58000,1,58000,2169
2440,60349686540,윈 린넨팬츠,300075337,color: 화이트 / size: M,"박	*	현",2015-06-03 17:28,구매확정,28000,1,28000,1078
2441,60349686540,폴라 나시,300789203,color: 블랙,"이	*	경",2015-06-03 17:28,구매확정,18000,1,18000,693
2442,60349686540,미트 원피스,296684582,color: 아이보리,"이	*	늘",2015-06-03 17:28,구매확정,49000,1,49000,1886
2443,60349724020,매니 나시+슬랙스 SET,297321545,color: 블랙 / 바지size: M,"송	*	원",2015-06-03 17:47,구매확정,58000,1,58000,2233
2444,60349753140,이프 블라우스,299759706,,"김	*	솔",2015-06-03 18:03,구매확정,44000,1,44000,1533
2445,60349753140,패턴 나시 블라우스,299588652,color: 네이비,"이	*	이",2015-06-03 18:03,구매확정,49000,1,49000,1832
2446,60349782910,매니 나시+슬랙스 SET,297321545,color: 블랙 / 바지size: S,"김	*	숙",2015-06-03 18:21,구매확정,58000,1,58000,2169
2447,60349886790,홀리 블라우스,299748689,color: 네이비,"성	*	미",2015-06-03 19:34,취소,40000,1,40000,1540
2448,60349952380,애플 원피스,297550109,color: 네이비,"신	*	진",2015-06-03 20:26,구매확정,47000,1,47000,1757
2449,60350018540,원더 선글라스,300424545,color: 핑크,"박	*	진",2015-06-03 21:09,구매확정,20000,1,20000,577
2450,60350044300,원더 선글라스,300424545,color: 핑크,"김	*	들",2015-06-03 21:28,구매확정,20000,1,20000,150
2451,60350044300,원더 선글라스,300424545,color: 브라운,"권	*	진",2015-06-03 21:28,구매확정,20000,1,20000,150
2452,60350098800,카렌 SET,298324471,color: 베이지,"권	*	진",2015-06-03 21:55,구매확정,55000,1,55000,2057
2453,60350233710,모모 나시블라우스,295793645,color: 아이보리,"박	*	진",2015-06-03 23:05,구매확정,39000,1,39000,1421
2454,60350233710,무드 점프수트,299253790,color: 차콜,"황	*	나",2015-06-03 23:05,구매확정,42000,1,42000,1570
2455,60350338580,미트 원피스,296684582,color: 아이보리,"안	*	주",2015-06-04 0:00,구매확정,49000,1,49000,1832
2456,60350338580,카넬 원피스,298041195,color: 민트,"임	*	현",2015-06-04 0:00,취소,60000,1,60000,2169
2457,60247867810,르망 원피스,291095710,color: 네이비,"김	*	희",2015-06-04 1:01,반품,39000,1,39000,275
2458,60450458920,크롬 원피스,299237519,color: 네이비 / size: M,"이	*	문",2015-06-04 1:51,구매확정,62000,1,62000,2169
2459,60450539660,애플 원피스,297550109,color: 레드,"정	*	미",2015-06-04 6:43,구매확정,47000,1,47000,1809
2460,60450962140,매니 나시+슬랙스 SET,297321545,color: 그레이 / 바지size: S,"이	*	은",2015-06-04 12:00,구매확정,58000,1,58000,320
2461,60451017830,매니 나시+슬랙스 SET,297321545,color: 그레이 / 바지size: M,"정	*	은",2015-06-04 12:27,구매확정,58000,1,58000,2169
2462,60451132080,벨트 원피스,297310291,color: 소라,"정	*	은",2015-06-04 13:24,구매확정,47000,1,47000,1757
2463,60451135860,푸룬 원피스,300788916,color: 그린,"이	*	선",2015-06-04 13:26,구매확정,58000,1,58000,2169
2464,60451296720,푸룬 원피스,300788916,color: 그린,"이	*	선",2015-06-04 14:38,구매확정,58000,1,58000,2169
2465,60451338540,매니 나시+슬랙스 SET,297321545,color: 블랙 / 바지size: S,"김	*	정",2015-06-04 15:00,구매확정,58000,1,58000,275
2466,60451369970,매니 나시+슬랙스 SET,297321545,color: 그레이 / 바지size: S,"이	*	민",2015-06-04 15:14,구매확정,58000,1,58000,2169
2467,60451405960,쿠션 티 샌들,300644916,color: 검정 / size: 230,"고	*	숙",2015-06-04 15:29,구매확정,48000,1,48000,1795
2468,60451405960,매니 나시+슬랙스 SET,297321545,color: 블랙 / 바지size: S,"이	*	람",2015-06-04 15:29,구매확정,58000,1,58000,2169
2469,60451565860,호피 선글라스,298261995,color: 브론즈,"김	*	정",2015-06-04 16:51,구매확정,15000,1,15000,448
2470,60451699590,호피 선글라스,298261995,color: 블루,"김	*	정",2015-06-04 18:15,구매확정,15000,1,15000,120
2471,60451870450,워커 선글라스,297318851,color: 아이보리,"김	*	미",2015-06-04 20:30,취소,15000,1,15000,120
2472,60451910860,미트 원피스,296684582,color: 소라,"최	*	혜",2015-06-04 20:58,구매확정,49000,1,49000,1719
2473,60452021040,호피 선글라스,298261995,color: 블루,"황	*	경",2015-06-04 22:08,구매확정,15000,1,15000,462
2474,60452020730,미트 원피스,296684582,color: 소라,"김	*	미",2015-06-04 22:08,구매확정,49000,1,49000,1886
2475,60452127450,오픈 블라우스,298309053,color: 아이보리,"정	*	혜",2015-06-04 23:10,구매확정,49000,1,49000,1832
2476,60552219010,레이스업 샌들,299230259,color: 블랙 / size: 245,"김	*	진",2015-06-05 0:10,구매확정,40000,1,40000,1496
2477,60552293630,오픈 블라우스,298309053,color: 아이보리,"안	*	록",2015-06-05 1:15,구매확정,49000,1,49000,1832
2478,60552312880,원더 선글라스,300424545,color: 핑크,"차	*	경",2015-06-05 1:41,구매확정,20000,1,20000,561
2479,60552316300,애플 원피스,297550109,color: 레드,"임	*	지",2015-06-05 1:52,구매확정,47000,1,47000,275
2480,53042701500,미러 선글라스,297312973,렌즈color: 실버,"권	*	민",2015-06-05 7:53,구매확정,15000,1,15000,120
2481,60552449070,띠배색 블라우스,301172960,color: 네이비,"신	*	희",2015-06-05 8:38,구매확정,42000,1,42000,1570
2482,60552473320,노카라 자켓,298042358,color: 아이보리,"JI	*	ING",2015-06-05 9:05,취소,23000,1,23000,885
2483,60552681220,생지 쇼트팬츠,300430425,size: S,"JI	*	U",2015-06-05 11:32,구매확정,33000,1,33000,354
2484,60552720420,베이직 스커트,298316537,color: 블랙 / size: M,"김	*	혜",2015-06-05 12:00,구매확정,33000,1,33000,275
2485,60552720420,배색 나시원피스,292714664,color: 블랙,"박	*	리",2015-06-05 12:00,구매확정,33000,1,33000,275
2486,60552720420,배색 린넨가디건,292715323,color: 아이보리,"박	*	리",2015-06-05 12:00,구매확정,29000,1,29000,275
2487,60552738210,노카라 자켓,298042358,color: 핑크,"김	*	정",2015-06-05 12:06,구매확정,23000,1,23000,885
2488,60552840320,뱅글 팔찌set,300129091,,"주	*	비",2015-06-05 13:17,구매확정,18000,1,18000,673
2489,60552889890,캐슬 점프슈트,300789364,color: 베이지,"조	*	란",2015-06-05 13:46,구매확정,47000,1,47000,1757
2490,60552893220,배색 린넨가디건,292715323,color: 아이보리,"박	*	경",2015-06-05 13:49,구매확정,29000,1,29000,1116
2491,60552893220,로코 니트나시,300781922,color: 벽돌,"이	*	주",2015-06-05 13:49,구매확정,22000,1,22000,847
2492,60552845150,원더 선글라스,300424545,color: 핑크,"이	*	민",2015-06-05 14:14,구매확정,20000,1,20000,150
2493,60553006860,원더 선글라스,300424545,color: 핑크,"서	*	영",2015-06-05 14:58,구매확정,20000,1,20000,561
2494,60553006860,원더 선글라스,300424545,color: 청록,"서	*	영",2015-06-05 14:58,구매확정,20000,1,20000,561
2495,60553157510,노카라 자켓,298042358,color: 베이지,"이	*	림",2015-06-05 16:30,구매확정,23000,1,23000,860
2496,60553179990,원더 선글라스,300424545,color: 핑크,"연	*	록",2015-06-05 16:45,취소,20000,1,20000,560
2497,60553209200,레이스 나시,299584047,color: 블랙,"최	*	연",2015-06-05 17:06,구매확정,36000,1,36000,1346
2498,60145215030,원더 선글라스,300424545,color: 브라운,"김	*	정",2015-06-05 18:01,구매확정,20000,1,20000,150
2499,60553424840,태슬 샌들,299029287,color: 브라운 / size: 235,"형	*	",2015-06-05 20:20,구매확정,52000,1,52000,1944
2500,60553545670,미트 원피스,296684582,color: 아이보리,"심	*	",2015-06-05 22:21,취소,49000,1,49000,1832
2501,60553545670,미트 원피스,296684582,color: 소라,"하	*	숙",2015-06-05 22:21,취소,49000,1,49000,1832
2502,60553545670,아이보리,296684582,아이보리,"김	*	희",2015-06-05 22:21,취소,18000,1,18000,673
2503,60553583650,매니 나시+슬랙스 SET,297321545,color: 그레이 / 바지size: S,"김	*	나",2015-06-05 22:57,구매확정,58000,1,58000,2233
2504,60553601290,미트 원피스,296684582,color: 소라,"박	*	영",2015-06-05 23:14,구매확정,49000,1,49000,1886
2505,60553624120,스트링 원피스,295517767,color: 소라,"문	*	민",2015-06-05 23:37,구매확정,33000,1,33000,1234
2506,60653675330,오리의 여행,301503864,,"유	*	아",2015-06-06 0:37,구매확정,18000,1,18000,693
2507,60653719280,호피 선글라스,298261995,color: 브론즈,"조	*	별",2015-06-06 1:48,구매확정,15000,1,15000,462
2508,60653719280,호피 선글라스,298261995,color: 블루,"원	*	영",2015-06-06 1:48,구매확정,15000,1,15000,462
2509,60653719280,원더 선글라스,300424545,color: 핑크,"원	*	영",2015-06-06 1:48,구매확정,20000,1,20000,577
2510,60653830440,호피 선글라스,298261995,color: 블루,"원	*	영",2015-06-06 9:20,구매확정,15000,1,15000,448
2511,60653830440,호피 선글라스,298261995,color: 브라운,"전	*	현",2015-06-06 9:20,구매확정,15000,1,15000,448
2512,60653835170,미트 원피스,296684582,color: 먹색,"김	*	진",2015-06-06 9:31,구매확정,49000,1,49000,1832
2513,60653922400,원더 선글라스,300424545,color: 핑크,"김	*	진",2015-06-06 11:24,취소,20000,1,20000,561
2514,60653922400,원더 선글라스,300424545,color: 브라운,"허	*	희",2015-06-06 11:24,취소,20000,1,20000,561
2515,60654031490,미트 원피스,296684582,color: 소라,"강	*	연",2015-06-06 13:18,취소,49000,1,49000,1832
2516,60654031490,쉬폰 블라우스,301500597,color: 블루,"강	*	람",2015-06-06 13:18,취소,38000,1,38000,1421
2517,60654043350,미트 원피스,296684582,color: 소라,"강	*	람",2015-06-06 13:31,구매확정,49000,1,49000,1720
2518,60654043350,쉬폰 블라우스,301500597,color: 블루,"박	*	선",2015-06-06 13:31,반품,38000,1,38000,1421
2519,60654174480,파나마 햇,301504473,color: 아이보리,"이	*	람",2015-06-06 15:46,구매확정,30000,1,30000,1122
2520,60654183100,원더 선글라스,300424545,color: 핑크,"이	*	람",2015-06-06 15:56,배송중,20000,1,20000,561
2521,60654202350,토리 원피스,301499701,color: 아이보리,"박	*	리",2015-06-06 16:12,구매확정,64000,1,64000,2393
2522,60654218980,오리의 여행,301503864,,"신	*	희",2015-06-06 16:30,구매확정,18000,1,18000,297
2523,60654304760,모모 나시블라우스,295793645,color: 아이보리,"박	*	얀",2015-06-06 17:59,구매확정,39000,1,39000,1421
2524,60654460270,원더 선글라스,300424545,color: 브라운,"박	*	얀",2015-06-06 21:00,구매확정,20000,1,20000,577
2525,60654460270,호피 선글라스,298261995,color: 블루,"장	*	임",2015-06-06 21:00,구매확정,15000,1,15000,462
2526,60654320020,체크 에코백,301174191,,"박	*	연",2015-06-06 21:06,구매확정,26000,1,26000,260
2527,60654501760,호피 선글라스,298261995,color: 블루,"진	*	영",2015-06-06 21:42,구매확정,15000,1,15000,462
2528,60754685700,심플 크롭티,301506042,color: 카키,"김	*	현",2015-06-07 0:36,구매확정,22000,1,22000,822
2529,60754685700,심플 크롭티,301506042,color: 아이보리,"정	*	림",2015-06-07 0:36,구매확정,22000,1,22000,822
2530,60754708910,노카라 자켓,298042358,color: 베이지,"이	*	람",2015-06-07 1:06,구매확정,23000,1,23000,860
2531,60451720760,A테니스 스커트,287360970,color/size: 화이트S,"김	*	라",2015-06-07 2:25,구매확정,22000,1,22000,220
2532,60754765220,원더 선글라스,300424545,color: 핑크,"김	*	비",2015-06-07 3:20,구매확정,20000,1,20000,561
2533,60754965380,애플 원피스,297550109,color: 레드,"김	*	비",2015-06-07 12:07,구매확정,47000,1,47000,1757
2534,60755048900,폴라 나시,300789203,color: 네이비,"석	*	정",2015-06-07 13:31,구매확정,18000,1,18000,673
2535,60755104100,패턴 나시 블라우스,299588652,color: 네이비,"김	*	진",2015-06-07 14:24,구매확정,49000,1,49000,1720
2536,60755360960,원더 선글라스,300424545,color: 청록,"손	*	경",2015-06-07 18:05,구매확정,20000,1,20000,577
2537,60755363110,원더 선글라스,300424545,color: 핑크,"하	*	덕",2015-06-07 18:07,배송중,20000,1,20000,561
2538,60755368670,원더 선글라스,300424545,color: 핑크,"신	*	희",2015-06-07 18:12,구매확정,20000,1,20000,577
2539,60755368670,원더 선글라스,300424545,color: 청록,"양	*	영",2015-06-07 18:12,구매확정,20000,1,20000,577
2540,60755372000,원더 선글라스,300424545,color: 핑크,"신	*	연",2015-06-07 18:16,구매확정,20000,1,20000,561
2541,60755381810,원더 선글라스,300424545,color: 핑크,"김	*	숙",2015-06-07 18:25,구매확정,20000,1,20000,577
2542,60755385700,원더 선글라스,300424545,color: 브라운,"최	*	화",2015-06-07 18:29,구매확정,20000,1,20000,561
2543,60755394340,원더 선글라스,300424545,color: 청록,"전	*	정",2015-06-07 18:37,취소,20000,1,20000,561
2544,60755396550,원더 선글라스,300424545,color: 핑크,"경	*	라",2015-06-07 18:40,취소,20000,1,20000,577
2545,60755397900,원더 선글라스,300424545,color: 핑크,"이	*	윤",2015-06-07 18:40,반품,20000,1,20000,561
2546,60755399230,원더 선글라스,300424545,color: 브라운,"김	*	열",2015-06-07 18:42,구매확정,20000,1,20000,577
2547,60755402220,원더 선글라스,300424545,color: 핑크,"윤	*	정",2015-06-07 18:45,구매확정,20000,1,20000,577
2548,60755414200,원더 선글라스,300424545,color: 브라운,"장	*	지",2015-06-07 18:56,구매확정,20000,1,20000,561
2549,60755416180,원더 선글라스,300424545,color: 브라운,"이	*	정",2015-06-07 18:57,구매확정,20000,1,20000,561
