No.,주문번호,상품명,상품번호,옵션명,"구	매	자",결제일자,주문상태,상품가격,건수,판매가격,결제수수료
2550,60755417580,원더 선글라스,300424545,color: 핑크,"이	*	련",2015-06-07 18:59,구매확정,20000,1,20000,560
2551,60755418530,원더 선글라스,300424545,color: 청록,"김	*	영",2015-06-07 19:00,취소,20000,1,20000,561
2552,60755419360,원더 선글라스,300424545,color: 핑크,"박	*	빈",2015-06-07 19:01,배송중,20000,1,20000,561
2553,60755435000,원더 선글라스,300424545,color: 핑크,"이	*	실",2015-06-07 19:14,취소,20000,1,20000,560
2554,60755435200,원더 선글라스,300424545,color: 핑크,"최	*	은",2015-06-07 19:15,구매확정,20000,1,20000,560
2555,60755440840,원더 선글라스,300424545,color: 청록,"최	*	은",2015-06-07 19:20,배송중,20000,1,20000,577
2556,60755441380,원더 선글라스,300424545,color: 핑크,"유	*	채",2015-06-07 19:22,구매확정,20000,1,20000,561
2557,60755442710,원더 선글라스,300424545,color: 핑크,"백	*	선",2015-06-07 19:22,취소,20000,1,20000,577
2558,60755445370,원더 선글라스,300424545,color: 핑크,"이	*	희",2015-06-07 19:25,취소,20000,1,20000,561
2559,60755447290,배색 나시원피스,292714664,color: 베이지,"이	*	정",2015-06-07 19:26,구매확정,33000,1,33000,1155
2560,60755450390,원더 선글라스,300424545,color: 핑크,"연	*	희",2015-06-07 19:29,배송중,20000,1,20000,561
2561,60755450390,호피 선글라스,298261995,color: 브론즈,"채	*	지",2015-06-07 19:29,배송중,15000,1,15000,448
2562,60755470790,원더 선글라스,300424545,color: 브라운,"김	*	리",2015-06-07 19:48,구매확정,20000,1,20000,561
2563,60755472590,원더 선글라스,300424545,color: 청록,"신	*	정",2015-06-07 19:49,구매확정,20000,1,20000,577
2564,60755473900,원더 선글라스,300424545,color: 브라운,"이	*	진",2015-06-07 19:51,구매확정,20000,1,20000,577
2565,60755479150,원더 선글라스,300424545,color: 핑크,"장	*	연",2015-06-07 19:55,배송중,20000,1,20000,561
2566,60755479420,원더 선글라스,300424545,color: 브라운,"김	*	정",2015-06-07 19:56,구매확정,20000,1,20000,577
2567,60755486470,원더 선글라스,300424545,color: 핑크,"최	*	정",2015-06-07 20:01,구매확정,20000,1,20000,577
2568,60755493640,원더 선글라스,300424545,color: 청록,"유	*	채",2015-06-07 20:06,취소,20000,1,20000,561
2569,60755498480,원더 선글라스,300424545,color: 핑크,"김	*	진",2015-06-07 20:10,배송중,20000,1,20000,560
2570,60755511890,원더 선글라스,300424545,color: 핑크,"조	*	미",2015-06-07 20:20,구매확정,20000,1,20000,561
2571,60755515940,원더 선글라스,300424545,color: 핑크,"김	*	영",2015-06-07 20:23,취소,20000,1,20000,561
2572,60755517010,원더 선글라스,300424545,color: 핑크,"김	*	나",2015-06-07 20:24,구매확정,20000,1,20000,561
2573,60755521390,원더 선글라스,300424545,color: 핑크,"김	*	나",2015-06-07 20:27,취소,20000,1,20000,561
2574,60755523270,호피 선글라스,298261995,color: 브라운,"김	*	영",2015-06-07 20:28,구매확정,15000,1,15000,448
2575,60755523270,원더 선글라스,300424545,color: 핑크,"김	*	화",2015-06-07 20:28,구매확정,20000,1,20000,560
2576,60755528890,원더 선글라스,300424545,color: 브라운,"조	*	진",2015-06-07 20:33,구매확정,20000,1,20000,561
2577,60755529700,원더 선글라스,300424545,color: 브라운,"조	*	진",2015-06-07 20:33,구매확정,20000,1,20000,560
2578,60755530370,원더 선글라스,300424545,color: 핑크,"김	*	원",2015-06-07 20:33,구매확정,20000,1,20000,561
2579,60755535830,원더 선글라스,300424545,color: 핑크,"송	*	숙",2015-06-07 20:37,구매확정,20000,1,20000,561
2580,60755536520,원더 선글라스,300424545,color: 브라운,"이	*	름",2015-06-07 20:38,구매확정,20000,1,20000,561
2581,60755546000,원더 선글라스,300424545,color: 브라운,"임	*	진",2015-06-07 20:44,구매확정,20000,1,20000,560
2582,60755547900,원더 선글라스,300424545,color: 브라운,"임	*	진",2015-06-07 20:46,구매확정,20000,1,20000,577
2583,60755553010,원더 선글라스,300424545,color: 청록,"성	*	경",2015-06-07 20:49,취소,20000,1,20000,561
2584,60755553050,원더 선글라스,300424545,color: 핑크,"성	*	경",2015-06-07 20:50,구매확정,20000,1,20000,577
2585,60755556320,원더 선글라스,300424545,color: 핑크,"안	*	연",2015-06-07 20:52,구매확정,20000,1,20000,577
2586,60755560120,원더 선글라스,300424545,color: 브라운,"김	*	정",2015-06-07 20:53,구매확정,20000,1,20000,560
2587,60755568930,원더 선글라스,300424545,color: 핑크,"김	*	영",2015-06-07 20:59,취소,20000,1,20000,560
2588,60755575080,원더 선글라스,300424545,color: 핑크,"김	*	현",2015-06-07 21:03,배송중,20000,1,20000,561
2589,60755578550,원더 선글라스,300424545,color: 핑크,"박	*	희",2015-06-07 21:08,배송중,20000,1,20000,150
2590,60755583070,원더 선글라스,300424545,color: 브라운,"정	*	운",2015-06-07 21:09,구매확정,20000,1,20000,561
2591,60755592260,원더 선글라스,300424545,color: 청록,"장	*	미",2015-06-07 21:14,구매확정,20000,1,20000,561
2592,60755598420,원더 선글라스,300424545,color: 핑크,"남	*	정",2015-06-07 21:18,반품,20000,1,20000,561
2593,60755607570,원더 선글라스,300424545,color: 청록,"유	*	채",2015-06-07 21:24,구매확정,20000,1,20000,560
2594,60755608580,원더 선글라스,300424545,color: 브라운,"박	*	지",2015-06-07 21:24,구매확정,20000,1,20000,561
2595,60755609820,원더 선글라스,300424545,color: 핑크,"오	*	영",2015-06-07 21:24,구매확정,20000,1,20000,561
2596,60755612640,원더 선글라스,300424545,color: 퍼플,"김	*	희",2015-06-07 21:27,구매확정,20000,1,20000,577
2597,60755614470,원더 선글라스,300424545,color: 핑크,"남	*	정",2015-06-07 21:28,구매확정,20000,1,20000,561
2598,60755622390,원더 선글라스,300424545,color: 청록,"유	*	라",2015-06-07 21:32,구매확정,20000,1,20000,561
2599,60755620350,원더 선글라스,300424545,color: 청록,"이	*	연",2015-06-07 21:34,구매확정,20000,1,20000,150
2600,60755628260,원더 선글라스,300424545,color: 브라운,"기	*	형",2015-06-07 21:36,취소,20000,1,20000,561
2601,60755628260,원더 선글라스,300424545,color: 청록,"강	*	현",2015-06-07 21:36,취소,20000,1,20000,561
2602,60755630930,원더 선글라스,300424545,color: 브라운,"신	*	진",2015-06-07 21:37,구매확정,20000,1,20000,561
2603,60755632870,원더 선글라스,300424545,color: 핑크,"이	*	진",2015-06-07 21:38,구매확정,20000,1,20000,577
2604,60755636570,원더 선글라스,300424545,color: 핑크,"손	*	라",2015-06-07 21:40,배송중,20000,1,20000,577
2605,60755545690,원더 선글라스,300424545,color: 브라운,"유	*	연",2015-06-07 21:41,구매확정,20000,2,40000,275
2606,60755641200,원더 선글라스,300424545,color: 브라운,"최	*	진",2015-06-07 21:44,구매확정,20000,1,20000,560
2607,60755658600,원더 선글라스,300424545,color: 청록,"이	*	지",2015-06-07 21:53,구매확정,20000,1,20000,577
2608,60755670530,원더 선글라스,300424545,color: 청록,"이	*	은",2015-06-07 22:01,구매확정,20000,1,20000,150
2609,60755675870,원더 선글라스,300424545,color: 핑크,"이	*	경",2015-06-07 22:02,배송중,20000,1,20000,561
2610,60755676300,원더 선글라스,300424545,color: 청록,"권	*	정",2015-06-07 22:02,배송중,20000,1,20000,561
2611,60755676300,원더 선글라스,300424545,color: 퍼플,"권	*	지",2015-06-07 22:02,배송중,20000,1,20000,561
2612,60755677880,원더 선글라스,300424545,color: 핑크,"이	*	원",2015-06-07 22:02,구매확정,20000,1,20000,561
2613,60755678600,원더 선글라스,300424545,color: 핑크,"안	*	아",2015-06-07 22:02,취소,20000,1,20000,577
2614,60755678600,원더 선글라스,300424545,color: 퍼플,"박	*	윤",2015-06-07 22:02,취소,20000,1,20000,577
2615,60755678200,원더 선글라스,300424545,color: 핑크,"박	*	봄",2015-06-07 22:03,배송중,20000,1,20000,577
2616,60755679840,원더 선글라스,300424545,color: 핑크,"남	*	라",2015-06-07 22:03,배송중,20000,1,20000,561
2617,60755681350,원더 선글라스,300424545,color: 핑크,"남	*	라",2015-06-07 22:05,배송중,20000,1,20000,575
2618,60755680350,원더 선글라스,300424545,color: 청록,"허	*	현",2015-06-07 22:05,배송중,20000,1,20000,150
2619,60755681510,원더 선글라스,300424545,color: 브라운,"LI	*	ING",2015-06-07 22:06,구매확정,20000,1,20000,561
2620,60755686000,원더 선글라스,300424545,color: 청록,"안	*	연",2015-06-07 22:07,취소,20000,1,20000,561
2621,60755696320,원더 선글라스,300424545,color: 브라운,"최	*	정",2015-06-07 22:12,구매확정,20000,1,20000,560
2622,60755696320,원더 선글라스,300424545,color: 청록,"한	*	연",2015-06-07 22:12,구매확정,20000,1,20000,560
2623,60755664890,호피 선글라스,298261995,color: 브론즈,"이	*	재",2015-06-07 22:13,구매확정,15000,1,15000,120
2624,60755705300,원더 선글라스,300424545,color: 청록,"설	*	얀",2015-06-07 22:17,구매확정,20000,1,20000,561
2625,60755705300,원더 선글라스,300424545,color: 브라운,"홍	*	영",2015-06-07 22:17,구매확정,20000,1,20000,561
2626,60755706630,원더 선글라스,300424545,color: 브라운,"최	*	미",2015-06-07 22:17,구매확정,20000,1,20000,577
2627,60755709600,원더 선글라스,300424545,color: 청록,"정	*	숙",2015-06-07 22:19,구매확정,20000,1,20000,561
2628,60755710470,원더 선글라스,300424545,color: 청록,"양	*	진",2015-06-07 22:19,구매확정,20000,1,20000,561
2629,60755711440,원더 선글라스,300424545,color: 브라운,"최	*	정",2015-06-07 22:20,구매확정,20000,1,20000,577
2630,60755711470,미러 선글라스,297312973,렌즈color: 실버,"강	*	애",2015-06-07 22:21,취소,15000,1,15000,120
2631,60755716150,원더 선글라스,300424545,color: 청록,"여	*	민",2015-06-07 22:21,취소,20000,1,20000,560
2632,60755717770,원더 선글라스,300424545,color: 퍼플,"안	*	순",2015-06-07 22:23,취소,20000,1,20000,561
2633,60755720230,원더 선글라스,300424545,color: 청록,"김	*	경",2015-06-07 22:24,구매확정,20000,1,20000,577
2634,60755721000,원더 선글라스,300424545,color: 청록,"김	*	영",2015-06-07 22:24,취소,20000,1,20000,561
2635,60755725230,원더 선글라스,300424545,color: 브라운,"김	*	나",2015-06-07 22:26,구매확정,20000,1,20000,577
2636,60755728330,원더 선글라스,300424545,color: 청록,"배	*	희",2015-06-07 22:30,구매확정,20000,1,20000,561
2637,60755733060,미러 선글라스,297312973,렌즈color: 실버,"박	*	진",2015-06-07 22:31,구매확정,15000,1,15000,90
2638,60755729820,원더 선글라스,300424545,color: 브라운,"이	*	정",2015-06-07 22:31,구매확정,20000,1,20000,150
2639,60755742940,원더 선글라스,300424545,color: 청록,"이	*	영",2015-06-07 22:35,배송중,20000,1,20000,561
2640,60755747490,원더 선글라스,300424545,color: 퍼플,"안	*	선",2015-06-07 22:37,구매확정,20000,1,20000,560
2641,60755746730,원더 선글라스,300424545,color: 브라운,"김	*	진",2015-06-07 22:37,구매확정,20000,2,40000,1153
2642,60755755140,원더 선글라스,300424545,color: 청록,"주	*	현",2015-06-07 22:40,배송중,20000,1,20000,561
2643,60755756550,원더 선글라스,300424545,color: 퍼플,"정	*	람",2015-06-07 22:41,구매확정,20000,1,20000,561
2644,60755767100,원더 선글라스,300424545,color: 퍼플,"천	*	경",2015-06-07 22:46,구매확정,20000,1,20000,560
2645,60755767100,원더 선글라스,300424545,color: 청록,"김	*	라",2015-06-07 22:46,구매확정,20000,1,20000,560
2646,60755770130,원더 선글라스,300424545,color: 청록,"김	*	라",2015-06-07 22:48,배송중,20000,1,20000,560
2647,60755769770,원더 선글라스,300424545,color: 청록,"김	*	라",2015-06-07 22:48,구매확정,20000,1,20000,247
2648,60755776140,원더 선글라스,300424545,color: 퍼플,"김	*	연",2015-06-07 22:51,취소,20000,1,20000,561
2649,60755778620,원더 선글라스,300424545,color: 청록,"문	*	현",2015-06-07 22:51,취소,20000,1,20000,560
2650,60755778870,윈 린넨자켓,299589921,color: 흰,"윤	*	이",2015-06-07 22:52,구매확정,51000,1,51000,1907
2651,60755785160,원더 선글라스,300424545,color: 청록,"박	*	일",2015-06-07 22:55,배송중,20000,1,20000,561
2652,60755786460,원더 선글라스,300424545,color: 퍼플,"조	*	진",2015-06-07 22:56,구매확정,20000,1,20000,560
2653,60755784880,원더 선글라스,300424545,color: 브라운,"김	*	비",2015-06-07 22:56,구매확정,20000,1,20000,448
2654,60755790380,페인팅 원피스,282995104,color: 블루,"박	*	주",2015-06-07 22:57,구매확정,69000,1,69000,2580
2655,60755790380,원더 선글라스,300424545,color: 브라운,"이	*	희",2015-06-07 22:57,구매확정,20000,1,20000,561
2656,60755787710,원더 선글라스,300424545,color: 청록,"채	*	진",2015-06-07 22:58,구매확정,20000,1,20000,150
2657,60755804610,원더 선글라스,300424545,color: 브라운,"신	*	옥",2015-06-07 23:04,구매확정,20000,1,20000,560
2658,60755810220,원더 선글라스,300424545,color: 청록,"이	*	미",2015-06-07 23:07,구매확정,20000,1,20000,561
2659,60755813220,레이스 나시,299584047,color: 블랙,"심	*	희",2015-06-07 23:08,구매확정,36000,1,36000,1234
2660,60755813220,오리의 여행,301503864,,"심	*	희",2015-06-07 23:08,구매확정,18000,1,18000,673
2661,60755813090,원더 선글라스,300424545,color: 브라운,"이	*	진",2015-06-07 23:09,구매확정,20000,1,20000,560
2662,60755836300,원더 선글라스,300424545,color: 브라운,"천	*	빈",2015-06-07 23:19,취소,20000,1,20000,577
2663,60755856820,원더 선글라스,300424545,color: 브라운,"이	*	아",2015-06-07 23:33,구매확정,20000,1,20000,150
2664,60755856820,원더 선글라스,300424545,color: 청록,"유	*	영",2015-06-07 23:33,구매확정,20000,1,20000,150
2665,60755862410,원더 선글라스,300424545,color: 브라운,"박	*	례",2015-06-07 23:34,반품,20000,1,20000,576
2666,60755867930,원더 선글라스,300424545,color: 퍼플,"박	*	미",2015-06-07 23:37,구매확정,20000,1,20000,561
2667,60755867930,원더 선글라스,300424545,color: 청록,"손	*	주",2015-06-07 23:37,구매확정,20000,1,20000,561
2668,60755869410,호피 선글라스,298261995,color: 블루,"최	*	니",2015-06-07 23:37,구매확정,15000,1,15000,448
2669,60755869410,호피 선글라스,298261995,color: 브론즈,"장	*	주",2015-06-07 23:37,구매확정,15000,1,15000,448
2670,60755869410,원더 선글라스,300424545,color: 퍼플,"서	*	욱",2015-06-07 23:37,구매확정,20000,1,20000,561
2671,60755870380,원더 선글라스,300424545,color: 퍼플,"김	*	연",2015-06-07 23:38,반품,20000,1,20000,561
2672,60755871830,원더 선글라스,300424545,color: 브라운,"김	*	영",2015-06-07 23:39,구매확정,20000,1,20000,561
2673,60755873630,원더 선글라스,300424545,color: 청록,"황	*	옥",2015-06-07 23:40,취소,20000,1,20000,560
2674,60755877940,원더 선글라스,300424545,color: 청록,"양	*	경",2015-06-07 23:42,구매확정,20000,1,20000,577
2675,60755880010,원더 선글라스,300424545,color: 퍼플,"주	*	경",2015-06-07 23:43,취소,20000,1,20000,560
2676,60755884380,원더 선글라스,300424545,color: 청록,"최	*	은",2015-06-07 23:46,구매확정,20000,1,20000,561
2677,60755898230,원더 선글라스,300424545,color: 청록,"최	*	",2015-06-07 23:54,구매확정,20000,1,20000,560
2678,60855909950,원더 선글라스,300424545,color: 브라운,"김	*	림",2015-06-08 0:00,구매확정,20000,1,20000,577
2679,60855912930,카렌 SET,298324471,color: 블랙,"최	*	이",2015-06-08 0:03,반품,55000,1,55000,2057
2680,60855914690,원더 선글라스,300424545,color: 브라운,"정	*	민",2015-06-08 0:06,구매확정,20000,1,20000,561
2681,60855957070,원더 선글라스,300424545,color: 청록,"장	*	",2015-06-08 0:32,배송중,20000,1,20000,561
2682,60855974100,원더 선글라스,300424545,color: 청록,"유	*	나",2015-06-08 0:45,취소,20000,1,20000,577
2683,60855961090,원더 선글라스,300424545,color: 퍼플,"채	*	진",2015-06-08 0:59,취소,20000,1,20000,560
2684,60855961090,원더 선글라스,300424545,color: 청록,"제	*	은영",2015-06-08 0:59,취소,20000,1,20000,560
2685,60855995950,원더 선글라스,300424545,color: 퍼플,"김	*	혜",2015-06-08 1:06,구매확정,20000,1,20000,561
2686,60856024670,원더 선글라스,300424545,color: 브라운,"김	*	국",2015-06-08 1:38,구매확정,20000,1,20000,577
2687,60856079420,원더 선글라스,300424545,color: 청록,"이	*	경",2015-06-08 3:49,취소,20000,1,20000,561
2688,60856081560,원더 선글라스,300424545,color: 청록,"지	*	주",2015-06-08 3:58,구매확정,20000,1,20000,561
2689,60856101760,원더 선글라스,300424545,color: 청록,"지	*	주",2015-06-08 5:55,구매확정,20000,1,20000,577
2690,60856114740,원더 선글라스,300424545,color: 퍼플,"이	*	진",2015-06-08 6:56,구매확정,20000,1,20000,561
2691,60856155370,원더 선글라스,300424545,color: 퍼플,"김	*	정",2015-06-08 8:22,구매확정,20000,1,20000,561
2692,60856155370,원더 선글라스,300424545,color: 브라운,"김	*	혜",2015-06-08 8:22,취소,20000,1,20000,561
2693,60755690390,호피 선글라스,298261995,color: 블루,"어	*	옥",2015-06-08 9:02,구매확정,15000,1,15000,120
2694,60856219870,모노 블라우스,296686113,color: 아이보리,"김	*	숙",2015-06-08 9:27,구매확정,15000,1,15000,561
